comment_id,create_time,ip_location,note_id,content,user_id,nickname,avatar,sub_comment_count,pictures,parent_comment_id,last_modify_ts,like_count
6909a17500000000330217a1,1762238837000,陕西,68f85dad0000000007037eb3,求，已关注,5f11cef40000000001007dc2,1001,https://sns-avatar-qc.xhscdn.com/avatar/5f11cef40000000001007dc2.jpg?imageView2/2/w/120/format/jpg,1,,0,1770827063004,0
690583260000000033027952,1761968934000,浙江,68f85dad0000000007037eb3,求,64b7dbd5000000001403f0b2,秋冬,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2qt534imjs06g5p5nrfal7s5iro4ob10?imageView2/2/w/120/format/jpg,1,,0,1770827063008,0
690944ab000000003803f800,1762215083000,山东,68f85dad0000000007037eb3,求,66b21610000000001d031601,。。。,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nn3i4c9g66g5pli2o87e5g18edosvg?imageView2/2/w/120/format/jpg,4,,0,1770827063011,0
694593ba0000000016026c4c,1766167482000,福建,68f85dad0000000007037eb3,求求[害羞R],66685a870000000007006143,玖久,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31obgf6ue6m705pj8ba3hooa3do187b0?imageView2/2/w/120/format/jpg,1,,0,1770827063015,0
6919d21b000000003802a6bb,1763299868000,湖南,68f85dad0000000007037eb3,求[哭惹R][哭惹R][哭惹R],65a882c40000000008007108,reader..,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31hqeihuf3i605pd8gb220s88c0op8t0?imageView2/2/w/120/format/jpg,1,,0,1770827063018,0
6942cc6000000000160230f4,1765985377000,山东,68f85dad0000000007037eb3,求[哭惹R],66b42269000000001d0337fb,刘山茶,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rv43ild2s5g5plk49knedvrocfcaeg?imageView2/2/w/120/format/jpg,1,,0,1770827063021,0
694e891d000000001600ec6f,1766754590000,海南,68f85dad0000000007037eb3,求资料,64d4add90000000001010a12,小红薯64D5EEB2,https://sns-avatar-qc.xhscdn.com/avatar/645b7e78731e07eb8ca3d81b.jpg?imageView2/2/w/120/format/jpg,1,,0,1770827063024,0
6928e96e000000003800b160,1764288878000,江西,68f85dad0000000007037eb3,求发[微笑R],677a3327000000001802dc6a,小luck,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fv9e08h00605prq6cjm5n3a853maeg?imageView2/2/w/120/format/jpg,1,,0,1770827063026,0
69173ee30000000033026713,1763131108000,新疆,68f85dad0000000007037eb3,求[害羞R],5eeee845000000000101d093,Kaito,https://sns-avatar-qc.xhscdn.com/avatar/411309441983cdc4ce073ff8da73b5b6.jpg?imageView2/2/w/120/format/jpg,1,,0,1770827063028,0
68fb11ba000000003803093c,1761284538000,山西,68f85dad0000000007037eb3,求[哭惹R],60152e42000000000101c3e9,Cr.,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31lk4ad8s5m605o0l5p10bgv9joqg3f8?imageView2/2/w/120/format/jpg,1,,0,1770827063034,0
68f0ce3d000000003902e31c,1760611902000,浙江,6687c6bf000000001f004fa9,源文件🈶偿可丝,5c6611220000000012037c52,Yieeeee,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30qg1d96s06005n3624h4mv2i7gth7vg?imageView2/2/w/120/format/jpg,0,,0,1770827067247,0
66d7b755000000000f00fe6d,1725413205000,,6687c6bf000000001f004fa9,app界面用什么做的呀,5df757b60000000001001a9f,附一,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31q4vj5e9706g5nfnaur086kvl4lsc20?imageView2/2/w/120/format/jpg,1,,0,1770827067250,0
672d5878000000001b034ff3,1731025017000,,6687c6bf000000001f004fa9,大图是用软件做的,5f76d2de0000000001009138,怀柔,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jichvkkj46g5nrmqbf0949oivoi2vg?imageView2/2/w/120/format/jpg,1,,0,1770827067252,0
68615a1b000000000400d032,1751210524000,澳大利亚,6687c6bf000000001f004fa9,请问怎么下载这个app呀,5c49a9700000000010002a5a,穿越时空的水滴,https://sns-avatar-qc.xhscdn.com/avatar/ae351b5abc78ae2e8d79998354db8440.jpg?imageView2/2/w/120/format/jpg,0,,0,1770827067255,0
683fdbc60000000008025e80,1749015494000,山东,6687c6bf000000001f004fa9,有源文件吗,66584712000000000303129d,讨厌小葱,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gj0slv93s005pio8s90u4ktuon59s8?imageView2/2/w/120/format/jpg,0,,0,1770827067258,0
683fdbc0000000000b02f82d,1749015489000,山东,6687c6bf000000001f004fa9,可以回一下私信吗[微笑R][微笑R],66584712000000000303129d,讨厌小葱,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gj0slv93s005pio8s90u4ktuon59s8?imageView2/2/w/120/format/jpg,0,,0,1770827067260,0
67a42d56000000000b018f2f,1738812759000,,6687c6bf000000001f004fa9,怎么下载？,655722780000000008002765,幸福的鳄鱼儿,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31kao4ao52o5g5pan49s209r5k8f1d00?imageView2/2/w/120/format/jpg,0,,0,1770827067262,0
673ee1c9000000001a01253d,1732174282000,,6687c6bf000000001f004fa9,这个有瓷片区吗,62c76e2f0000000002001db6,难哄小掌柜,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pdpc0ub24605om7dongg7dmq1gdb8o?imageView2/2/w/120/format/jpg,0,,0,1770827067265,0
670c8778000000002a02b7e1,1728874360000,,6687c6bf000000001f004fa9,可以看看都有页面吗，想看看各类功能页[哭惹R],5e784d940000000001006c7d,笨咪,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3188chpg53u005njo9ma08r3t163akq8?imageView2/2/w/120/format/jpg,0,,0,1770827067268,1
66d44bb3000000000a0176b3,1725189043000,,6687c6bf000000001f004fa9,求源文件,6051ab6c000000000100b158,iuan,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rg2i88c0a005o2hldm09cao9a1f8o8?imageView2/2/w/120/format/jpg,0,,0,1770827067270,0
640f2c94000000001603d527,1678716052000,,640f0d76000000001300790b,我是买次卡，没啥积分哎。。。每次6.7块的路程刷次卡只要3块就超级爽[偷笑R],579aec3f50c4b447509bca85,周立方陈波。洛。熙,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qd2ug4an25048j2e9m3vik5pr1qgh0?imageView2/2/w/120/format/jpg,5,,0,1770827071541,4
640fd80c000000000700bda7,1678759948000,,640f0d76000000001300790b,碳积分是0  感觉上班坐的一年多地铁白坐了,550d1110a46e9628b2a7314c,用户已注销,https://sns-avatar-qc.xhscdn.com/avatar/529594cd91bbf4c43608131bf9134bdc.jpg?imageView2/2/w/120/format/jpg,2,,0,1770827071544,4
640f23450000000007024e7d,1678713669000,,640f0d76000000001300790b,25万积分得到啥时候,5783d27a6a6a6919be8e333b,Impetus,https://sns-avatar-qc.xhscdn.com/avatar/6434f83447807117dee1b176.jpg?imageView2/2/w/120/format/jpg,1,,0,1770827071548,5
640f1b2a000000001801f394,1678711594000,,640f0d76000000001300790b,在哪里呀,557195a75894465cb67d0646,花边蛋挞🥧,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rgnu3sf700040o9v5aqe1i6d289c4o?imageView2/2/w/120/format/jpg,2,,0,1770827071551,2
640f12b400000000150019d6,1678709428000,,640f0d76000000001300790b,不是25w.嘛[笑哭R],5d859f6900000000010196ce,食不食油饼,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31nhge6b7l8005nc5jtkgb5me8l9rvqg?imageView2/2/w/120/format/jpg,1,,0,1770827071553,2
641180f80000000017010733,1678868728000,,640f0d76000000001300790b,25w吧，2.5w就好了[笑哭R][笑哭R],5a069f7ee8ac2b5d6cb1628b,年糕,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31lvgtng7l26049vdiofnsokb6is973g?imageView2/2/w/120/format/jpg,1,,0,1770827071556,0
64112996000000001903733c,1678846358000,,640f0d76000000001300790b,请求中台异常，进不去[笑哭R],58fd85006a6a69038cf8ccb8,心碎小狗,https://sns-avatar-qc.xhscdn.com/avatar/644ceb9746534cda96f76bd9.jpg?imageView2/2/w/120/format/jpg,1,,0,1770827071560,0
640fc3dd000000000a008513,1678754781000,,640f0d76000000001300790b,那个2750是蚂蚁森林里面的能量吗,5dba3d0c00000000010072a6,ㅤ,https://sns-avatar-qc.xhscdn.com/avatar/1000g2jo2qhrqdpqk606g5ndq7k608sl69tg6bdg?imageView2/2/w/120/format/jpg,1,,0,1770827071563,0
640fc1c2000000001500e529,1678754242000,,640f0d76000000001300790b,第一次知道有这玩意 坐一次地铁大概能积多少分？,5cd13a1b000000001702aa67,毛豆薅羊毛,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30tokkdhqko005n6h78dltaj7pc8i958?imageView2/2/w/120/format/jpg,1,,0,1770827071566,0
640fc3a7000000001900c9e5,1678754727000,,640f0d76000000001300790b,[doge]小心骗子啊盆友们，除了工作人员老年卡谁上地铁不要钱啊[doge],63ded26d00000000260069e7,天才花枝鼠,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jh82gln2u005ouuq9mpgqf7jathnf0?imageView2/2/w/120/format/jpg,1,,0,1770827071570,2
625bd1960000000021036fb9,1650184598000,,624d9cac00000000010245ca,这个平台从哪下载呢！,5b6aaa47f784180001478180,盾儿,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo310nvm35hmc004ab4col4f0c02pnj6bg?imageView2/2/w/120/format/jpg,1,,0,1770827075892,1
653282380000000019038dfb,1697808952000,,624d9cac00000000010245ca,能链智电开发推广碳普惠创新机制，率先在行业建立充电碳账户功能，用户通过充电，获取碳积分，并计入碳账本，所得碳积分可在碳商城中进行积分兑换，激励用户参与碳减排。截至2022年底，使用碳账户用户数量达 46.3 万。,5e58dd04000000000100b071,豆子哥,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30pdh56gu446g5niork209c3h4imi1hg?imageView2/2/w/120/format/jpg,0,,0,1770827075895,0
6279defc000000000102883e,1652154108000,,624d9cac00000000010245ca,logo不是浙江碳普惠的[笑哭R]这个是我们来做的，感谢宣传,5e3a68210000000001000746,柚子在路上,https://sns-avatar-qc.xhscdn.com/avatar/5e3ba19e1cb928000107d104.jpg?imageView2/2/w/120/format/jpg,0,,0,1770827075898,1
65d9f85c000000000d00f13f,1708783708000,,627ee97300000000210369e1,请问可以同时在多个平台参与碳普惠吗？,6447ccb4000000002a00b66e,小红薯64481019,https://sns-avatar-qc.xhscdn.com/avatar/cd255d0e201935e0d852bd371f18c198.jpg?imageView2/2/w/120/format/jpg,0,,0,1770827080120,1
67c018fa0000000019014ef6,1740642555000,四川,6669633f0000000006005b07,它跟我说加时卡库存不足，有积分也换不了。这还能有库存不足？,62273909000000001000e5bd,DZ的林中空地,https://sns-avatar-qc.xhscdn.com/avatar/63a72827a52379537c9e1625.jpg?imageView2/2/w/120/format/jpg,1,,0,1770827084378,1
66dd8451000000000b0205fb,1725793362000,,6669633f0000000006005b07,暂停的时间算吗？,5937841c5e87e71832abc455,少女情怀饰品,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ip8tv9thg0g49ivsa21ph2lgbk1mto?imageView2/2/w/120/format/jpg,0,,0,1770827084381,0
667b6f1700000000170036ab,1719365400000,,6669633f0000000006005b07,请问加时卡的时间是累计的还是只能用一次超时会议,5d042f260000000012022be3,Cath爱弹琴🎹（重生版）,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31kiit03fj4dg5n845sj4kav3nrrhf9o?imageView2/2/w/120/format/jpg,0,,0,1770827084383,3
668c5fc1000000002300ee3d,1720475585000,,6669633f0000000006005b07,姐妹问一下如果开通会员后再建会议，但是成员没有开通会员，他们可以进入会议超过2小时吗？,64e301fb0000000002012a5c,Déception.,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ktnq5mok8005p7307tgiaisdrurcv8?imageView2/2/w/120/format/jpg,0,,0,1770827084387,0
66a3c02d0000000015011e3a,1722007597000,,6669633f0000000006005b07,还有2种办法是啥,5660e356a40e1848c46092a7,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31getvsq4j45g43m6tahld4l7ncpio3g?imageView2/2/w/120/format/jpg,0,,0,1770827084390,1
677109990000000011033062,1735461273000,,6669633f0000000006005b07,不够1800,61b2d85a000000001000daab,小蜂蜜罐熊🍯,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo313lsk992ho605odir1d41mlbj9sljf8?imageView2/2/w/120/format/jpg,0,,0,1770827084395,0
669e55bb000000002601e66d,1721652668000,,6669633f0000000006005b07,@xoxo,61337e38000000000201a1bb,白开水,https://sns-avatar-qc.xhscdn.com/avatar/7121a416be8e543266fd62c1cc9d575e.jpg?imageView2/2/w/120/format/jpg,0,,0,1770827084398,0
67441fd90000000002005fc9,1732517850000,,6742f2da0000000008005ee2,NFC也是15次后9折，30次8折，一样的，就是没有碳积分，但是主打一个方便,5627962f0bf90c6928bc2255,🍇我每天都不想起床🍇,https://sns-avatar-qc.xhscdn.com/avatar/5ea51a6fcd64010001d462e6.jpg?imageView2/2/w/120/format/jpg,17,,0,1770827088626,7
6742f500000000001b0062a7,1732441344000,,6742f2da0000000008005ee2,[doge]住的地方离地铁500m 门口🈶公交 6毛钱坐到地铁口，坐4站地铁🚇换乘优惠0元，一天来回1.2,63534795000000001802887e,联诗杰,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cqnanns0u005oqj8uam523ufr1e2rg?imageView2/2/w/120/format/jpg,2,,0,1770827088629,11
67d79730000000000f0302f6,1742182193000,江苏,6742f2da0000000008005ee2,那个城市通的3.5元12张券，7天内用完，除非每天通勤才能回本[笑哭R]以后再也不买,57c1095fa9b2ed3f9f394f2a,北极巨🐰,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rchd2e2gm0048llm54lujpasj8o1rg?imageView2/2/w/120/format/jpg,3,,0,1770827088631,2
6946c1900000000038009fc9,1766244752000,江苏,6742f2da0000000008005ee2,@没病走两步 今年没啥机会了，明年试试,5dd6a1990000000001006c3a,彼岸,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31cokg62o0k0g5nemk6cg8r1qclotuuo?imageView2/2/w/120/format/jpg,2,,0,1770827088634,1
675868a800000000070141ec,1733847208000,,6742f2da0000000008005ee2,NFC连刷两次地铁之间有减两元的优惠吗？,5bbf6df595e66c00014716da,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30un0l5b3l4604bdoi6mva5mqnlcqmug?imageView2/2/w/120/format/jpg,2,,0,1770827088636,0
674490690000000007020095,1732546665000,,6742f2da0000000008005ee2,老人卡，学生卡[捂脸R],5a8e8283e8ac2b7f7765b9a0,小红薯薯_,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rstqn8b2g004a1m8t187ed0p7d7hh0?imageView2/2/w/120/format/jpg,1,,0,1770827088639,0
68831745000000001e031743,1753421638000,江苏,6742f2da0000000008005ee2, @吃吃吃 ,607ed7d600000000010013eb,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ksvgcnnj4005o3uqvb084vbuusk35g?imageView2/2/w/120/format/jpg,0,,0,1770827088641,0
67446b85000000001a010a86,1732537222000,,6742f2da0000000008005ee2,直接使用工作卡彻底不花钱[笑哭R],5fb7d267000000000101c6a1,白荡村,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311f7asjame6g5ntnq9jgbhl18tm1bn8?imageView2/2/w/120/format/jpg,0,,0,1770827088643,0
68fd829f00000000390229bf,1761444511000,广东,6873d6a5000000000d019c5c,出吗,61c4821c000000001000ceb7,Rouuy,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo319hd3cioms005oe4g8e41jln7mecum8?imageView2/2/w/120/format/jpg,0,,0,1770827092858,0
6944fc9d0000000030024570,1766128798000,山东,6873d6a5000000000d019c5c,出嘛,6198cf5400000000210274a5,刷刷牙,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312estvuh6c6g5ocopta8ct55spn04r0?imageView2/2/w/120/format/jpg,0,,0,1770827092861,0
63086219000000001b006524,1661493785000,,62fced1b000000001d034428,现在有这种计算个人节能减排的app吗,5731e4165e87e756b6805ecc,可愛多很多,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fh2cr3f6q0048bmbvi1cnmcc7q52g0?imageView2/2/w/120/format/jpg,2,,0,1770827097090,2
6525047b0000000021001af1,1696924795000,,62fced1b000000001d034428,广州碳账户没有一年的50万交易记录凭证怎么破？,5b19d81d4eacab0a9fa232e4,靈和燕紫,https://sns-avatar-qc.xhscdn.com/avatar/2b4cefbb01e0a0824f5c173dde7f98b2.jpg?imageView2/2/w/120/format/jpg,1,,0,1770827097092,0
686c73a8000000000602c49e,1751937960000,四川,62fced1b000000001d034428,现在登陆兴业银行APP必须开碳账号，不懂什么意思,5a13ff8d4eacab4f4b0b4962,莉香,https://sns-avatar-qc.xhscdn.com/avatar/5a13ff8fb46c5d069bad36df.jpg?imageView2/2/w/120/format/jpg,0,,0,1770827097095,0
695efedd000000000f029158,1767833310000,上海,67b688a50000000029036569,你猜为啥没啥人做,554cc0414fac636b9a450ae1,陈住气,https://sns-avatar-qc.xhscdn.com/avatar/6420626676181d2e7127e961.jpg?imageView2/2/w/120/format/jpg,1,,0,1770827101333,3
68d78e640000000023015720,1758957157000,日本,67b688a50000000029036569,你的灵魂恋人，还有谁没玩过的[偷笑R],62fa6b480000000012001e1b,笑个不停,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30rc9d7bh18005onqdd44g7gr0n4q03g?imageView2/2/w/120/format/jpg,0,,0,1770827101335,1
6963c536000000000b037d12,1768146230000,江苏,67b688a50000000029036569,这是ai写的吗...,672365b6000000001c018b09,momo,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31n7db35e6g005pp3cmr732o9dl66jg0?imageView2/2/w/120/format/jpg,0,,0,1770827101337,0
64c76427000000001d039d8a,1690788903000,,641b012e0000000013030d5a,碳交易应该是指碳排放权的交易，而不是碳积分的交易吧[萌萌哒R],5d25cb7c00000000160231a7,镂空舟岱,https://sns-avatar-qc.xhscdn.com/avatar/620661a01272d7566a64b25f.jpg?imageView2/2/w/120/format/jpg,0,,0,1770827105552,1
635a6ca1000000000d03b81b,1666870433000,,628b337100000000010240ed,所以碳积分新能车补贴是不是假的,59295176a9b2ed5d46ecdbaf,用户已注销,https://sns-avatar-qc.xhscdn.com/avatar/ae351b5abc78ae2e8d79998354db8440.jpg?imageView2/2/w/120/format/jpg,1,,0,1770827109815,1
64bba152000000001f03170a,1690018130000,,64ba6654000000001701bf39,等周五大家成功抢到的截图[偷笑R][偷笑R],55600aee58944630d2a01579,家有三小妖,https://sns-avatar-qc.xhscdn.com/avatar/63bf708c649d2902894f2290.jpg?imageView2/2/w/120/format/jpg,2,,0,1770827118280,0
64bf04a4000000001900e754,1690240164000,,64ba6654000000001701bf39,我的卡还有三万多次[捂脸R][捂脸R]用不完 根本用不完,5fad5f8d0000000001000f57,逸辰潮牌工作室,https://sns-avatar-qc.xhscdn.com/avatar/5fad5f8d0000000001000f57.jpg?imageView2/2/w/120/format/jpg,7,,0,1770827118283,1
64c4742e000000001802c6a5,1690596398000,,64ba6654000000001701bf39,昨天早晚都试了抢不到，好卡,575995d982ec39217da69327,小May大大卷,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31p00j7jvj26g48fp3jatj4p7ft1o78g?imageView2/2/w/120/format/jpg,6,,0,1770827118285,0
64bbc55300000000180078fc,1690027347000,,64ba6654000000001701bf39,已经攒了快20万碳积分了,5aac6cb311be101fb9eed23b,生活鱼快,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vbelpj9le6g4a3lj3mb7khrq4bvcmg?imageView2/2/w/120/format/jpg,4,,0,1770827118287,0
64bb875e000000002b0355b2,1690011486000,,64ba6654000000001701bf39,不用抢，坐地铁本来就不要钱[害羞R],5d15e96c0000000010020e8e,你头发乱了喔_,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31pvsfa95g4005n8lt5m443ket7hrg90?imageView2/2/w/120/format/jpg,3,,0,1770827118290,0
64bb238a000000001802e314,1689985930000,,64ba6654000000001701bf39,在哪里啊,55faa08067bc652c42373d5a,朱令,https://sns-avatar-qc.xhscdn.com/avatar/642cc843b81a2b454d576c34.jpg?imageView2/2/w/120/format/jpg,2,,0,1770827118292,0
64ba6db2000000001802bc3a,1689939378000,,64ba6654000000001701bf39,在哪里领啊,5fc2ff8c0000000001004296,蚂蚁爬爬树,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vir0q19lo605nu2vu608gkmu7q1ulo?imageView2/2/w/120/format/jpg,2,,0,1770827118295,0
64deba37000000002b03415a,1692318263000,,64ba6654000000001701bf39,有没有姐妹 抢的时候显示 商品服务暂不可用啊 返回又显示可以抢[失望R],5e414575000000000100416b,哈哈就还行,https://sns-avatar-qc.xhscdn.com/avatar/628caee7a40cbebd130d55f3.jpg?imageView2/2/w/120/format/jpg,5,,0,1770827118298,0
64bbd187000000001501d58d,1690030471000,,64ba6654000000001701bf39,积分选25万兑10次的最划算，攒起来,5c9f07da000000001701bc64,豚门信徒吃朵朵,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo312mia9lnii505n4v0vd5rf34gqt1tjo?imageView2/2/w/120/format/jpg,1,,0,1770827118300,2
64cc3dc1000000001a03b153,1691106754000,,64ba6654000000001701bf39,又要开始了[偷笑R],55600aee58944630d2a01579,家有三小妖,https://sns-avatar-qc.xhscdn.com/avatar/63bf708c649d2902894f2290.jpg?imageView2/2/w/120/format/jpg,1,http://sns-webpic-qc.xhscdn.com/202602120025/7384bca24802f5606281f28ddd89e2d5/comment/1040g2h030nb4p2n25u6g40lq0s5es5bpfd71pvo!nd_whgt34_webp_wm_1,0,1770827118302,0
6603d94c00000000150025f8,1711528268000,,657a907e000000003803597f,是有的城市没有吗？,5ac178c711be107e0722170a,Mika,https://sns-avatar-qc.xhscdn.com/avatar/5ac1790914de411afb1af4a2.jpg?imageView2/2/w/120/format/jpg,2,,0,1770827122523,0
657a91e10000000014015f7d,1702531553000,,657a907e000000003803597f,有没有觉得低碳星球的界面很蒸汽朋克[得意R],5ff1bb05000000000100756e,腾讯地图,https://sns-avatar-qc.xhscdn.com/avatar/61dea96fb37da00001c08371.jpg?imageView2/2/w/120/format/jpg,0,,0,1770827122526,1
657a922b000000001002e4bf,1702531627000,,657a907e000000003803597f,好玩欸，刚打开小红书又要去打开腾讯地图🗺️,5d20a7890000000012008fc6,Janeeezz,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31fguhhub6a005n90ku4kh3u6drrcamo?imageView2/2/w/120/format/jpg,0,,0,1770827122529,1
67eb8a3b000000001e038357,1743489595000,广东,657a907e000000003803597f,为什么现在商城兑换啥也没有啊,5643248af53ee06271ccd101,minmin227,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31r5iinvn0a0042b37fi8lk81piolg00?imageView2/2/w/120/format/jpg,0,,0,1770827122533,0
67eb881e000000001e0117a0,1743489054000,广东,657a907e000000003803597f,碳账户现在啥也没有 无法兑换,5643248af53ee06271ccd101,minmin227,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31r5iinvn0a0042b37fi8lk81piolg00?imageView2/2/w/120/format/jpg,0,,0,1770827122536,0
660ff20d0000000019030773,1712321038000,,657a907e000000003803597f,咋搞？能和园区结合吗。,5ba32026f6c6770001bb7d8f,祉因喜欢-懿家味道,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31aofjmk36u604b2to0g2cvcfkdhpf18?imageView2/2/w/120/format/jpg,0,,0,1770827122538,0
657f1f850000000016025f51,1702829957000,,657a907e000000003803597f,保护地球人人有责[仙女R],5cf86144000000000501e15c,🎀蝴蝶结猪头🐟,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31225apukjg605n7oc521boasssm9hd0?imageView2/2/w/120/format/jpg,0,,0,1770827122540,1
657c68e00000000038012b70,1702652128000,,657a907e000000003803597f,保护环境 从我做起[举手R],5eaab78000000000010008d3,辣笔小欣,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31q1us4cmg2005nlamu00826ju6fbhv8?imageView2/2/w/120/format/jpg,0,,0,1770827122545,0
657c68ac000000001b004ab2,1702652076000,,657a907e000000003803597f,好棒,5a86da0811be105f3ffe977c,酪梨,https://sns-avatar-qc.xhscdn.com/avatar/62e3b80eb51a8813cd4d8061.jpg?imageView2/2/w/120/format/jpg,0,,0,1770827122547,0
