note_id,content,create_time,create_date_time,liked_count,comments_count,shared_count,last_modify_ts,note_url,ip_location,user_id,nickname,gender,profile_url,avatar,source_keyword
5229346793199109,喊出“一切为了日本”的比亚迪，拯救了日产？在日本喊出“一切为了日本”的比亚迪，拯救了日产。日产可能这次也没想到，自己在海外市场的“命”，得靠比亚迪来续。在如今的全球新能源赛道上，日本车企自诩“油电混动之王”，结果却被欧盟的“碳排放积分制”逼到了墙角。而更令人意外的是，给日产兜底的，不是盟友丰田、本田，而是来自中国的比亚迪——那个曾被他们调侃“做电池的”。欧盟背后的碳积分政策让很多车企很“头疼”。包括丰田、Stellantis集团等企业，只要是燃油车销售比重大的车企，为了能在欧洲避开“碳积分不够”所带来的巨额罚款，只能向销售新能源的企业购买碳排放积分。数据显示，2024年，特斯拉仅是销售碳排放积分这一项业务，盈利就超过了28亿美元，关键这完全是“零成本”的盈利。同样在海外市场热销的比亚迪，自然也当起了“卖分小老板”。从2024年到现在，比亚迪不光在中国杀疯了，还悄无声息把电动车卖到了欧洲的街头巷尾。1-9月，它在欧洲卖了11.6万台车，同比增长324.6%；英国、西班牙、意大利的街上，到处都是装着“汉”或“海豚”的电动车。高涨的销售量背后，是水涨船高的碳排放积分。这些分数对比亚迪来说似乎并没有什么实际用途，但却着实能挽救一家传统燃油车企的“命”。日产自然也在其中。虽然有ARIYA新能源车型在欧洲销售，但日产的主要产品仍然是传统燃油车，为了避免缴纳碳排放积分不足的巨额罚款，日产决定将于比亚迪共享碳排放池。也就是说，那些对于比亚迪来说几乎“无用”的碳排放积分，现在会以真金白银的价格卖给日产，用来填补日产销售燃油车所产生的“坑”。表面上看，这虽然只是日产找比亚迪买分，但背后却是汽车工业的一次巨大的反转。欧洲本想通过碳税、新能源补贴等“筛选机制”保护本土车企，结果中国品牌卷着技术和价格一路打上门来。比亚迪连收购土地、建工厂都准备好了，已经不靠出口车赚钱了，而是直接入侵欧洲汽车供应链。而碳排放积分，已经成为了比亚迪在欧洲的“第二业务”。当日产这种曾经的全球知名车企都要掏钱来找中国车企合作时，这背后所印证的不只是能源规则的偏移，还有全球汽车产业的变化和中国新能源车企在海外影响力的体现。在海外市场一边卖车一边卖积分，赚得盆满钵满的不只有特斯拉，体量更大的是我们中国的新能源企业。日产只是第一个，接下来只会有更多的老牌车企加入进来，在未来的一段时间里，谁有更多的新能源技术，谁就更有全球经济的话语权。,1762285695,2025-11-04 19:48:15+08:00,2,6,0,1770827626711,https://m.weibo.cn/detail/5229346793199109,湖南,6480762204,知嘹说车,f,https://m.weibo.cn/u/6480762204?luicode=20000061&lfid=5229346793199109&launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.600.600.180/0074ACiEly8hctlvon8q3j30go0gogmk.jpg?KID=imgbed,tva&Expires=1770838419&ssig=DXTeT6%2Ba0C",碳积分
5232445909633795,11月13日，“向新图强观江海——全国广电融媒高质量发展看江苏调研行”采访团走进盐城绿色低碳科创园，园内绿色科技应用场景随处可见。氢能接驳车、氢能自行车（最高时速30km/h）在园区有序行驶，消费者可通过骑行氢能自行车、搭乘园区电车、践行光盘行动、参与零碳科普互动答题等多种低碳减排场景获取碳积分，再通过“碳访西伏河”小程序将积累的碳积分兑换为现金券，在园区内全国首家“碳+AI”便利店实现“积分当钱用”。#江苏真的没法低调了##向新图强观江海#,1763024582,2025-11-13 09:03:02+08:00,1,1,1,1770827626713,https://m.weibo.cn/detail/5232445909633795,,1746067030,937江苏新闻广播,m,https://m.weibo.cn/u/1746067030?luicode=20000061&lfid=5232445909633795&launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1024.1024.180/001UajNsly8i8a4otz70sj60sg0sgdhd02.jpg?KID=imgbed,tva&Expires=1770838421&ssig=IdG2KqIdwe",碳积分
5265292479697348,左奇函 💙#左奇函李浩宇# 💙#为左奇函守护星愿# 2.12壬务↓超管盖楼 网页链接轮增投票 网页链接反黑投票 网页链接无目标值积分zs壬务 网页链接无目标值每日zzp壬务 网页链接无目标值每日冲💎壬务 网页链接无目标值00:00盖楼 @十八饼薯 网页链接00:40投票 @原野三岛 01:10盖楼 @巧克力情话_ 07:00投票 @左千小园地 09:00盖楼 @奇佑此理__ 10:00盖楼 @吃一碗丸子吧 11:00盖楼 @奇迹函数- 12:00投票 @云养鼠玩家 14:00盖楼 @我真的很需要这些钱钱 15:00盖楼 @-碳水教教主_ 16:00投票 @从轨迹到银河 18:00盖楼 @奇韵进行时 19:00盖楼 @你是在说家奇吗 21:00盖楼 @秋悦猫菡- 22:00投票 @失控领域_近期PK宣传2.11-2.13刷波PK👉网页链接👗乡村T台秀3zzpPK👉🏻网页链接👗奇星高照 函颂福韶5   奇星高照 函颂福韶4,1770855814,2026-02-12 00:23:34+08:00,2,0,1,1770827626717,https://m.weibo.cn/detail/5265292479697348,河北,7476027889,巧克力情话_,f,https://m.weibo.cn/u/7476027889?luicode=20000061&lfid=5265292479697348&launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0089WEmZly8ia73g2xxtrj30u00u0tbc.jpg?KID=imgbed,tva&Expires=1770838424&ssig=5eiLAd%2BAuH",碳积分
5265226175877894,一个是全球新能源车卖得最火的，一个是全世界最顶级的足球豪门之一。两家都特别会赢，比亚迪在新能源赛道上赢，曼城在足球场上赢…#比亚迪成为曼城足球俱乐部官方合作伙伴#而且这合作，不光是挂个logo那么表面。从一线队的训练服，到球队大巴开道的先导车，再到整个足球学院的充电、储能体系，比亚迪直接把自家最硬核的电池技术和绿色出行方案，给曼城武装到牙齿了。我特别喜欢合作声明里的一句话：不止于足球与汽车的联动。一个要用技术改变出行方式，一个想在绿茵场打造更环保、更长久的赢家体系。#当新能源冠军遇上英超冠军#未来在看曼城比赛时，看到比亚迪的标识和车队，感觉会特别奇妙。真的很期待，这场蓝色风暴与绿色科技的携手，能碰撞出什么样的新故事。 猹猹末班车的微博视频,1770840006,2026-02-11 20:00:06+08:00,2854,1381,1518,1770827771194,https://m.weibo.cn/detail/5265226175877894,北京,3117570087,猹猹末班车,m,https://m.weibo.cn/u/3117570087?luicode=20000061&lfid=5265226175877894&launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/b9d25827ly8i7bi3juzubj20u00u0gob.jpg?KID=imgbed,tva&Expires=1770838551&ssig=931D2x5Xum",绿色出行
5265196002314656,2月11日，比亚迪正式官宣与曼城足球俱乐部达成深度战略合作，成为曼城足球俱乐部官方合作伙伴！这是全球新能源领军品牌与世界顶级足球豪门的强强联合，也是比亚迪深化全球体育营销、助力绿色出行全球化的重要举措。 比亚迪正式成为曼城足球俱乐部官方合作伙伴 ,1770832812,2026-02-11 18:00:12+08:00,79,20,10,1770827771197,https://m.weibo.cn/detail/5265196002314656,广东,1746221281,比亚迪汽车,m,https://m.weibo.cn/u/1746221281?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.512.512.180/681538e1ly8h8w440q33aj20e80e8q2u.jpg?KID=imgbed,tva&Expires=1770838551&ssig=SiuClSreBL",绿色出行
5265228969285144,#当新能源冠军遇上英超冠军# 从伊蒂哈德球场的狂欢，到全球赛道的驰骋，曼城书写着传奇，每一座奖杯，都是速度、精准、团队、持久的最好证明。就像球场上的每一次精准传递、每一脚致命攻门，曼城从不靠偶然，只凭实力与坚持，把 “不可能” 变成 “理所当然”。新能源汽车界的比亚迪，用技术研发打破壁垒，用全球销量证明实力，从中国走向世界，把绿色出行变成主流趋势，用科技驱动速度，用实力定义标杆。这一次联手，是强者对强者的欣赏：曼城用赛场统治力，让比亚迪的全球影响力，随蓝月风暴席卷亿万球迷；比亚迪用硬核科技力，为曼城注入绿色能量，让冠军精神与可持续未来同行。球场上，我们为每一次胜利呐喊；赛道上，我们为每一段旅程护航。以冠军之名，向世界出发；以科技之力，让未来更燃。,1770840672,2026-02-11 20:11:12+08:00,197,96,219,1770827771199,https://m.weibo.cn/detail/5265228969285144,北京,7109423285,OlyExpress,m,https://m.weibo.cn/u/7109423285?luicode=20000061&lfid=5265228969285144&launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.200.200.180/007L8pLvly8g9hk1gqhdaj305k05k74f.jpg?KID=imgbed,tva&Expires=1770838554&ssig=PB%2Fk9540Bw",绿色出行
5265226162507177,比亚迪和曼城官宣合作这件事，真的让车迷和球迷都双厨狂喜了，比亚迪直接牵手英超豪门曼城，从车辆提供到充电储能系统全都包了，算是一次很全面的深度合作，以后看曼城比赛，不光能看到比亚迪的logo，还能看到咱们的车作为先导车带队进场，排面直接拉满。看到中国品牌能走进这么顶级的俱乐部，还能把绿色出行的理念带进去，真的觉得特别骄傲，不再是以前那种低端代工或者廉价印象，现在咱们靠技术和实力，站到了世界顶级舞台上。#当新能源冠军遇上英超冠军#足球是全世界通用的语言，比亚迪用这种方式把中国新能源带到全球球迷面前，格局和思路都很清晰，强强联手这效果没得说！相信以后会有更多中国品牌像这样走出去，让全世界都看到中国新能源的魅力#比亚迪成为曼城足球俱乐部官方合作伙伴#,1770840003,2026-02-11 20:00:03+08:00,723,112,145,1770827771202,https://m.weibo.cn/detail/5265226162507177,山东,2153184883,风与缓缓,f,https://m.weibo.cn/u/2153184883?luicode=20000061&lfid=5265226162507177&launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/8056fe73ly8i7zz5iel4cj20u00u0q73.jpg?KID=imgbed,tva&Expires=1770838556&ssig=e75Yy0HdlK",绿色出行
5265121341343002,"现在买车真不是单纯买个代步的了，跟以前不一样。汽车行业的用户价值链确实在升级，说白了就是，车子不只是用来开的，更像是生活的一部分，能装下我们的情绪，也能延伸我们的生活场景。我们要的不只是车本身好用，从提车到日常开，再到售后，整个过程舒服、踏实，才是真的刚需。一提起比亚迪，以前大家都觉得它是个“车圈理工男”，一门心思扑在技术上，搞研发、磨品质，硬核是真的硬核，但说实话，总少点人情味儿，不够暖。不过最近能明显看出来，比亚迪卖得越来越好的同时，也在悄悄变，不再只盯着技术参数死磕，而是慢慢变成了懂用户的“理工暖男”，开始花心思做用户情感体验，拓宽服务的边界，说到底就是想让用户感受品牌温度。这种转变，不是那种喊喊口号、做表面功夫的营销，是真真切切藏在细节里的陪伴。不像有些品牌，搞点花里胡哨的活动就完事，比亚迪是把对用户的在意，融进了提车、用车、售后的每一步，甚至连我们日常生活里，都能感受到这份用心。最难得的是，比亚迪的暖，不只是陪车主聚聚会、返乡路上送点关怀、给点小惊喜，不只是这些烟火气里的热闹,这份陪伴背后，还有着绿色出行的担当。咱们每一个开比亚迪的车主，平时开着新能源车上班、周末出去玩，看着是很普通的日常出行，但其实都是在为绿色生活出一份力。没有尾气，不浪费资源，每一次开车出发，都是在为咱们的美好明天添砖加瓦。说到底，比亚迪的这种变化，不是不重视技术了，而是懂了，技术最终是给人用的，是要满足我们的情感需求的。从一门心思钻技术，到用心陪伴用户，从只解决出行问题，到守护我们的生活美好，这份藏在细节里的品牌温度，才是大家一直认可它、偏爱它，让它越走越远的关键。",1770815012,2026-02-11 13:03:32+08:00,106,23,485,1770827771206,https://m.weibo.cn/detail/5265121341343002,河北,6500542421,科技无用,m,https://m.weibo.cn/u/6500542421?luicode=20000061&lfid=5265121341343002&launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1002.1002.180/0075VC2ply8fz1jc9ps0vj30ru0rumyu.jpg?KID=imgbed,tva&Expires=1770838558&ssig=RXlyXidSyl",绿色出行
5265183263164505,#鄂电快讯#【高效装表接电 护航绿色出行】2月10日，国网通山县供电公司营销部计量人员前往凤池时代广场，为公共停车场新建充电站专变快速完成装表接电。作业人员规范操作、精准施工，高效通电，以可靠电力保障市民绿色出行，为城市新能源基础设施建设注入动能。（华凤平 宋磊） ,1770829775,2026-02-11 17:09:35+08:00,2,0,0,1770827771209,https://m.weibo.cn/detail/5265183263164505,,5506825031,国网湖北电力,m,https://m.weibo.cn/u/5506825031?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.86.153.383.383.180/0060G4Kzly8h8vi6dfmm7j30fg0j60t9.jpg?KID=imgbed,tva&Expires=1770838551&ssig=jOTSmt6sMj",绿色出行
5264726574760839,绿色出行最大的好处就是你的双脚能最大限度地丈量你所生活城市的土地，能够更多地看到这个城市的不一样的风景。退休了，反而越来越喜欢这种绿色出行方式了 ,1770720892,2026-02-10 10:54:52+08:00,8,4,0,1770827771213,https://m.weibo.cn/detail/5264726574760839,上海,2647795273,跑者running,m,https://m.weibo.cn/u/2647795273?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/9dd22649ly8gbnk62ue07j20ro0ro40v.jpg?KID=imgbed,tva&Expires=1770838551&ssig=1lmy2I7U8s",绿色出行
5264801892403070,【今日#小年#解锁清新过年的N种方式】#寻美中国清新年#垃圾分类、绿色出行、光盘行动 ......春节在即，让环保融入火热的节日氛围，快来将你的绿色生活感悟与我们分享，一起#清新过年# @生态环境部 ,1770738849,2026-02-10 15:54:09+08:00,2,2,2,1770827771216,https://m.weibo.cn/detail/5264801892403070,,2050142347,北京生态环境,m,https://m.weibo.cn/u/2050142347?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1023.1023.180/7a32b08bly8h8vhhanbeyj20sg0sf773.jpg?KID=imgbed,tva&Expires=1770838551&ssig=93kdwhH6yf",绿色出行
5264753192863111,#人间值得处# 📝今天是2026年2月10日星期二，农历腊月廿四，中午好。#传递环保正能量#🌿看万物生生不息--春晖润物光线变得绵密起来，冰层边缘开始透亮，土地深处传来细微的松动声响，整个季节正从坚硬走向柔软。这种转变安静却笃定，像时间本身在调整呼吸的深浅与温度。成为自然的朋友，便是懂得欣赏这份笃定。不催促任何苏醒，让融雪按照自己的速度渗入土壤，让枝桠保留舒展前的含蓄姿态。选择绿色出行与简约生活，正是对这份节奏的默契配合——为世界减少一分负担，就为春天的完整多留一寸空间。所有蛰伏都在等待属于自己的晨光。我们此刻给予的耐心，终将化为破土时那抹坚定的翠色。---你窗外的光线是否也换上了春日的质地？留意那片最先被温柔照亮的角落，那是自然发出的共生邀约。  ——文：陌遥 一起聆听四季~[2月序章]~🌿#人生感悟##用音频给生活转个场#♻️陌遥的微博音频,1770727238,2026-02-10 12:40:38+08:00,3,4,1,1770827771218,https://m.weibo.cn/detail/5264753192863111,湖北,7093263080,陌遥,f,https://m.weibo.cn/u/7093263080?luicode=20000061&lfid=5264753192863111&launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/007K2BL2ly8hczssutuqoj30u00u040o.jpg?KID=imgbed,tva&Expires=1770838560&ssig=B7IAnNdXTr",绿色出行
5265153236927371,马年驭新驹，绿意行千里！#小年快乐##全新腾势Z9GT外观亮相##马年马上腾势# 邓伟1979的微博视频 ,1770822616,2026-02-11 15:10:16+08:00,8,2,0,1770827771221,https://m.weibo.cn/detail/5265153236927371,广东,1734584640,邓伟1979,m,https://m.weibo.cn/u/1734584640?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.664.664.180/6763a940ly8gdit6f2tnmj20ig0igjsf.jpg?KID=imgbed,tva&Expires=1770838551&ssig=PgQJ6RZfSD",绿色出行
5265295174271883,#比亚迪与曼城足球俱乐部达成合作#2026年2月11日，比亚迪与曼城足球俱乐部正式官宣达成深度战略合作。作为全球新能源领军品牌与英超顶级豪门的强强联手，双方将在汽车供应、绿色能源、品牌展示等领域展开合作。比亚迪将为曼城提供新能源车辆，并配套建设充电与储能系统，以硬核技术助力俱乐部绿色可持续运营。此次合作把中国新能源实力带上世界顶级绿茵场，实现汽车与体育跨界融合，刷新体育营销格局，也进一步推动中国品牌全球化与绿色出行理念普及。 比亚迪与曼城足球俱乐部达成合作,1770856457,2026-02-12 00:34:17+08:00,0,0,0,1770827771224,https://m.weibo.cn/detail/5265295174271883,浙江,7140445333,元宝咩咩_,f,https://m.weibo.cn/u/7140445333?luicode=20000061&lfid=5265295174271883&launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/007NeA17ly8i7ma0z5pp9j30u00u0wir.jpg?KID=imgbed,tva&Expires=1770838562&ssig=Sf61L8rGQB",绿色出行
